2018-08-21|ie|mobile|cpc|google|m.dfs.ie|United Kingdom|||18.7|2|29|7|3|4
2018-08-21|ie|mobile|display|independent|m.dfs.ie|Ireland|||19.016666666666666|14|126|46|19|21
2018-08-21|ie|mobile|organic|google|m.dfs.ie|United Kingdom|||58.36666666666667|26|433|129|28|45
2018-08-21|ie|tablet|(none)|(direct)|www.dfs.ie|Ireland|||139.36666666666667|7|502|144|21|34
2018-08-21|ie|desktop|organic|google|www.dfs.ie|Ireland|3|3695.292673|3130.8|80|13069|2880|238|487
2018-08-21|ie|desktop|cpc|google|www.dfs.ie|Ireland|||1029.4|39|3733|879|124|189
2018-08-21|ie|desktop|organic|google|www.dfs.ie|United Kingdom|||147.45|7|543|153|25|38
2018-08-21|ie|desktop|organic|search.yahoo.com|www.dfs.ie|Ireland|||48.06666666666667||221|53|4|8
2018-08-21|ie|tablet|organic|google|www.dfs.ie|United Kingdom|||16.216666666666665|4|65|24|8|11
2018-08-21|uk|mobile|cpc|google|m.dfs.co.uk|United Kingdom|59|80090.0|68681.66666666667|5721|287191|76036|4375|17024
2018-08-21|uk|mobile|referral|securesuite.co.uk|m.dfs.co.uk|United Kingdom|15|12782.0|115.8|7|453|168||68
2018-08-21|uk|mobile|referral|clicksafe.lloydstsb.com|m.dfs.co.uk|United Kingdom|8|11594.0|42.5|4|194|61||27
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|Belgium|||3.05||17|6|2|2
2018-08-21|uk|mobile|referral|outlook.live.com|m.dfs.co.uk|United Kingdom|||184.58333333333334|5|501|216|5|43
2018-08-21|uk|desktop|cpm|dfa|m.dfs.co.uk|United States||||2|11|2|2|2
2018-08-21|uk|desktop|(none)|(direct)|m.dfs.co.uk|United States|||0.03333333333333333|10|36|10|10|10
2018-08-21|uk|tablet|cpc|google|m.dfs.co.uk|United Kingdom|||101.96666666666667|9|607|113|11|31
2018-08-21|uk|mobile|cpc|bing|m.dfs.co.uk|United Kingdom|||1292.3333333333333|195|5848|1457|189|429
2018-08-21|uk|mobile|referral|m.facebook.com|m.dfs.co.uk|United Kingdom|||234.86666666666667|79|1930|316|107|143
2018-08-21|uk|mobile|referral|m.facebook.com|m.dfs.co.uk|Turkey|||0.65||7|4|1|1
2018-08-21|uk|mobile|referral|m.facebook.com|m.dfs.co.uk|Peru|||0.18333333333333332|10|80|10|10|10
2018-08-21|uk|mobile|referral|lm.facebook.com|m.dfs.co.uk|United Kingdom|||239.46666666666667|8|913|241|18|33
2018-08-21|uk|tablet|organic|google|m.dfs.co.uk|United Kingdom|||292.81666666666666|25|1023|305|24|95
2018-08-21|uk|mobile|referral|l.facebook.com|m.dfs.co.uk|United Kingdom|||125.98333333333333|7|573|156|23|40
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|Czechia|||9.3||58|15|3|4
2018-08-21|uk|mobile|(not set)|direct|m.dfs.co.uk|United Kingdom|||40.983333333333334|7|199|75||28
2018-08-21|uk|mobile|cpc|google|m.dfs.co.uk|Jersey|||10.583333333333334|2|90|19|2|5
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|India|||41.85|4|386|91|13|21
2018-08-21|uk|tablet|cpc|bing|m.dfs.co.uk|United Kingdom|||16.683333333333334|6|82|22|2|12
2018-08-21|uk|mobile|cpc|google|m.dfs.co.uk|Ireland|||26.85|4|106|28|1|10
2018-08-21|uk|tablet|cpm|dfa|m.dfs.co.uk|United Kingdom|||29.366666666666667|48|304|85|43|66
2018-08-21|uk|mobile|referral|dfs.nanorep.co|m.dfs.co.uk|Spain|||2.966666666666667||18|3||1
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|Germany|||36.1|1|198|50|2|8
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|Morocco|||16.766666666666666||37|11|2|2
2018-08-21|uk|mobile|organic|google|m.dfs.co.uk|United States|||156.03333333333333|15|626|185|22|44
2018-08-21|uk|mobile|referral|gmb-belfast|m.dfs.co.uk|United Kingdom|1|1217.0|185.55|8|1211|191|13|30
2018-08-21|uk|desktop|(none)|(direct)|m.dfs.co.uk|United Kingdom|||362.1333333333333|11|471|154|15|28
2018-08-21|uk|tablet|organic|google|www.dfs.co.uk|United Kingdom|14|24015.0|36687.066666666666|1517|148315|26462|2616|5788
2018-08-21|uk|tablet|(none)|(direct)|www.dfs.co.uk|United Kingdom|1|1346.0|6948.6|400|27757|5124|853|1250
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|United Kingdom|38|47399.0|56149.03333333333|1341|267414|43873|4544|8126
2018-08-21|uk|tablet|cpc|google|www.dfs.co.uk|United Kingdom|5|6756.0|18498.033333333333|1013|80794|14721|1117|3516
2018-08-21|uk|desktop|cpm|dfa|www.dfs.co.uk|United Kingdom|4|3403.0|4296.566666666667|440|24746|3948|402|1472
2018-08-21|uk|desktop|referral|secure7.arcot.com|www.dfs.co.uk|United Kingdom|6|7724.0|142.55|1|423|111||37
2018-08-21|uk|desktop|referral|secure5.arcot.com|www.dfs.co.uk|Jersey|1|1168.0|||4|1||1
2018-08-21|uk|tablet|organic|bing|www.dfs.co.uk|United Kingdom|1|946.0|1875.1166666666666|60|8018|1517|113|279
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|United States|||219.43333333333334|20|1233|223|44|64
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|(not set)|||129.5|7|476|81|16|23
2018-08-21|uk|tablet|cpm|dfa|www.dfs.co.uk|United Kingdom|||1639.2833333333333|291|8334|1572|186|664
2018-08-21|uk|desktop|referral|l.facebook.com|www.dfs.co.uk|France|||0.4666666666666667||7|1||1
2018-08-21|uk|desktop|referral|l.facebook.com|www.dfs.co.uk|United Kingdom|||255.81666666666666|4|1246|147|11|34
2018-08-21|uk|desktop|(none)|(direct)|www.dfs.co.uk|Netherlands|||18.333333333333332|7|298|49|23|24
2018-08-21|uk|desktop|(none)|(direct)|www.dfs.co.uk|United States|||126.0|58|1451|320|146|148
2018-08-21|uk|tablet|organic|google|www.dfs.co.uk|Spain|||84.78333333333333|3|497|86|16|20
2018-08-21|uk|tablet|organic|bing|www.dfs.co.uk|Spain|||7.416666666666667|1|52|11|1|3
2018-08-21|uk|desktop|referral|pinterest.co.uk|www.dfs.co.uk|United Kingdom|||150.01666666666668|2|568|85|2|9
2018-08-21|uk|desktop|referral|mail.yahoo.com|www.dfs.co.uk|United Kingdom|||10.683333333333334|2|104|23|2|5
2018-08-21|uk|desktop|referral|msn.com|www.dfs.co.uk|United Kingdom|||65.66666666666667|1|304|49||11
2018-08-21|uk|desktop|referral|clicksafe.lloydstsb.com|www.dfs.co.uk|United Kingdom|3|2711.0|14.516666666666667|1|138|38|1|18
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|Ghana|||2.05||29|5|2|2
2018-08-21|uk|desktop|referral|secure6.arcot.com|www.dfs.co.uk|United Kingdom|2|2691.0|18.466666666666665||589|38||12
2018-08-21|uk|desktop|email|jaywing|www.dfs.co.uk|United States|||1.3666666666666667|2|39|6|3|4
2018-08-21|uk|desktop|referral|int.search.tb.ask.com|www.dfs.co.uk|United Kingdom|||167.9|1|862|107|9|14
2018-08-21|uk|tablet|(none)|(direct)|www.dfs.co.uk|Ireland|||4.316666666666666|1|49|11|3|4
2018-08-21|uk|desktop|referral|secure.barclaycard.co.uk|www.dfs.co.uk|United Kingdom|2|2104.0|37.666666666666664||259|48||15
2018-08-21|uk|desktop|referral|dfsorders|www.dfs.co.uk|United Kingdom|||50.31666666666667|2|238|33||9
2018-08-21|uk|desktop|organic|search.yahoo.com|www.dfs.co.uk|United Kingdom|||614.8666666666667|5|2978|474|25|62
2018-08-21|uk|desktop|(none)|(direct)|www.dfs.co.uk|India|||4.683333333333334|16|124|26|15|20
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|France|||161.41666666666666|4|804|125|15|31
2018-08-21|uk|desktop|organic|ask|www.dfs.co.uk|United Kingdom|||314.85|1|1291|181|17|27
2018-08-21|uk|desktop|referral|dfs.ie|www.dfs.co.uk|Spain|||11.05||29|7||1
2018-08-21|uk|desktop|organic|google|www.dfs.co.uk|Jersey|||25.883333333333333||191|36|2|6
2018-08-21|uk|desktop|cpc|google|www.dfs.co.uk|(not set)|||26.233333333333334||167|23|4|5
2018-08-21|uk|desktop|referral|secure5.arcot.com|www.dfs.co.uk|United Kingdom|3|1454.0|80.7|2|217|63||24
2018-08-21|uk|tablet|(none)|(direct)|www.dfs.co.uk|China|||17.5||58|13|1|1
2018-08-21|uk|desktop|referral|glance|www.dfs.co.uk|United Kingdom|||1227.0166666666667|16|3277|471||140
